id_prod,price,categ,client_id,sex,birth,date,session_id,year_month
0_276,1.81,0.0,c_1609,m,1980.0,2021-11-19 23:04:41.530472,s_122192,2021-11
0_276,1.81,0.0,c_3454,m,1969.0,2022-07-06 03:09:23.574458,s_234239,2022-07
0_276,1.81,0.0,c_3454,m,1969.0,2022-06-06 03:09:23.574458,s_219464,2022-06
0_276,1.81,0.0,c_3454,m,1969.0,2022-02-06 03:09:23.574458,s_160655,2022-02
0_1010,1.96,0.0,c_1609,m,1980.0,2021-12-13 23:33:02.847025,s_133956,2021-12
0_118,1.98,0.0,c_1609,m,1980.0,2021-07-06 02:51:50.577468,s_58463,2021-07
0_1871,1.99,0.0,c_1609,m,1980.0,2021-11-01 07:26:17.783922,s_113092,2021-11
0_283,1.99,0.0,c_1609,m,1980.0,2021-06-20 07:27:37.904174,s_51196,2021-06
0_283,1.99,0.0,c_1609,m,1980.0,2022-06-20 07:27:37.904174,s_226479,2022-06
0_2125,1.99,0.0,c_6714,f,1968.0,2022-02-20 01:08:04.464445,s_167863,2022-02
0_2125,1.99,0.0,c_6714,f,1968.0,2022-10-20 01:08:04.464445,s_285100,2022-10
0_1235,1.99,0.0,c_1609,m,1980.0,2022-11-08 02:33:26.716896,s_294367,2022-11
0_1235,1.99,0.0,c_1609,m,1980.0,2021-12-08 02:33:26.716896,s_131054,2021-12
0_741,1.99,0.0,c_1609,m,1980.0,2022-05-26 10:06:16.438267,s_214224,2022-05
0_741,1.99,0.0,c_1609,m,1980.0,2021-04-26 10:06:16.438267,s_25990,2021-04
0_1271,1.99,0.0,c_1609,m,1980.0,2021-08-24 16:02:45.624627,s_80100,2021-08
0_1271,1.99,0.0,c_1609,m,1980.0,2022-05-24 16:02:45.624627,s_213388,2022-05
0_1271,1.99,0.0,c_1609,m,1980.0,2022-09-24 16:02:45.624627,s_272915,2022-09
0_1271,1.99,0.0,c_1609,m,1980.0,2022-12-24 16:02:45.624627,s_316726,2022-12
0_1077,1.99,0.0,c_1609,m,1980.0,2022-05-23 22:23:28.975955,s_213057,2022-05
0_1077,1.99,0.0,c_1609,m,1980.0,2022-02-23 22:23:28.975955,s_169851,2022-02
0_565,1.99,0.0,c_1609,m,1980.0,2022-08-27 21:14:40.826111,s_259420,2022-08
0_565,1.99,0.0,c_1609,m,1980.0,2022-10-27 21:14:40.826111,s_288923,2022-10
0_565,1.99,0.0,c_1609,m,1980.0,2021-08-27 21:14:40.826111,s_81542,2021-08
0_565,1.99,0.0,c_1609,m,1980.0,2023-01-27 21:14:40.826111,s_333328,2023-01
0_713,1.99,0.0,c_6714,f,1968.0,2023-01-22 10:15:16.862307,s_330545,2023-01
0_713,1.99,0.0,c_6714,f,1968.0,2021-06-22 10:15:16.862307,s_52134,2021-06
0_713,1.99,0.0,c_6714,f,1968.0,2022-05-22 10:15:16.862307,s_212274,2022-05
0_587,1.99,0.0,c_6714,f,1968.0,2021-06-10 03:54:26.358717,s_46544,2021-06
0_186,2.0,0.0,c_1609,m,1980.0,2023-02-17 16:52:28.354892,s_342930,2023-02
0_186,2.0,0.0,c_1609,m,1980.0,2022-03-17 16:52:28.354892,s_180459,2022-03
0_186,2.0,0.0,c_1609,m,1980.0,2022-06-17 16:52:28.354892,s_225219,2022-06
0_186,2.0,0.0,c_1609,m,1980.0,2023-01-17 16:52:28.354892,s_328287,2023-01
0_186,2.0,0.0,c_1609,m,1980.0,2021-06-17 16:52:28.354892,s_49952,2021-06
0_186,2.0,0.0,c_1609,m,1980.0,2022-09-17 16:52:28.354892,s_269470,2022-09
0_186,2.0,0.0,c_3454,m,1969.0,2022-02-19 11:48:48.018783,s_167589,2022-02
1_238,2.0,1.0,c_3454,m,1969.0,2022-10-02 17:39:41.059648,s_276796,2022-10
1_238,2.0,1.0,c_3454,m,1969.0,2022-01-02 17:39:41.059648,s_143966,2022-01
1_238,2.0,1.0,c_3454,m,1969.0,2022-09-02 17:39:41.059648,s_262286,2022-09
1_238,2.0,1.0,c_3454,m,1969.0,2022-12-02 17:39:41.059648,s_306144,2022-12
0_2288,2.06,0.0,c_1609,m,1980.0,2021-12-19 02:29:09.745902,s_136523,2021-12
0_1114,2.08,0.0,c_1609,m,1980.0,2022-01-29 18:58:31.559610,s_157054,2022-01
0_1114,2.08,0.0,c_1609,m,1980.0,2022-04-29 18:58:31.559610,s_201218,2022-04
0_32,2.14,0.0,c_1609,m,1980.0,2021-07-12 08:17:27.700599,s_61204,2021-07
0_1510,2.18,0.0,c_1609,m,1980.0,2021-12-13 03:03:26.954212,s_133559,2021-12
1_332,2.24,1.0,c_3454,m,1969.0,2022-10-22 17:16:56.843860,s_286429,2022-10
1_332,2.24,1.0,c_3454,m,1969.0,2021-09-22 17:16:56.843860,s_93839,2021-09
1_332,2.24,1.0,c_3454,m,1969.0,2022-03-22 17:16:56.843860,s_182881,2022-03
0_1878,2.27,0.0,c_1609,m,1980.0,2021-09-28 10:26:58.182339,s_96826,2021-09
0_1878,2.27,0.0,c_1609,m,1980.0,2022-05-28 10:26:58.182339,s_215261,2022-05
0_270,2.29,0.0,c_1609,m,1980.0,2022-12-06 22:54:20.852121,s_308120,2022-12
0_270,2.29,0.0,c_1609,m,1980.0,2021-06-06 22:54:20.852121,s_45080,2021-06
0_616,2.35,0.0,c_1609,m,1980.0,2022-06-02 08:48:47.508146,s_217650,2022-06
0_616,2.35,0.0,c_1609,m,1980.0,2021-06-02 08:48:47.508146,s_42985,2021-06
0_756,2.41,0.0,c_1609,m,1980.0,2021-09-03 23:33:56.011850,s_84706,2021-09
0_756,2.41,0.0,c_1609,m,1980.0,2022-04-03 23:33:56.011850,s_188872,2022-04
0_756,2.41,0.0,c_1609,m,1980.0,2022-05-03 23:33:56.011850,s_203237,2022-05
0_1496,2.42,0.0,c_6714,f,1968.0,2022-01-26 17:06:46.069923,s_155557,2022-01
0_1074,2.44,0.0,c_1609,m,1980.0,2022-05-13 09:03:58.268569,s_207805,2022-05
0_1074,2.44,0.0,c_1609,m,1980.0,2021-03-13 09:03:58.268569,s_5664,2021-03
0_1074,2.44,0.0,c_1609,m,1980.0,2022-03-13 09:03:58.268569,s_178437,2022-03
0_1244,2.49,0.0,c_1609,m,1980.0,2021-04-01 07:57:54.506122,s_14366,2021-04
0_1244,2.49,0.0,c_1609,m,1980.0,2022-03-03 03:52:29.249390,s_173542,2022-03
0_1244,2.49,0.0,c_1609,m,1980.0,2022-01-03 03:52:29.249390,s_144170,2022-01
0_1244,2.49,0.0,c_1609,m,1980.0,2023-01-03 03:52:29.249390,s_321193,2023-01
0_1950,2.5,0.0,c_1609,m,1980.0,2022-09-05 23:39:52.462080,s_263852,2022-09
0_1950,2.5,0.0,c_1609,m,1980.0,2021-12-05 23:39:52.462080,s_130005,2021-12
0_668,2.51,0.0,c_6714,f,1968.0,2021-08-31 02:07:41.895071,s_82937,2021-08
0_668,2.51,0.0,c_6714,f,1968.0,2023-01-31 02:07:41.895071,s_334784,2023-01
0_522,2.54,0.0,c_1609,m,1980.0,2021-05-08 04:40:54.825145,s_31473,2021-05
1_36,2.64,1.0,c_3454,m,1969.0,2021-04-06 13:01:25.973571,s_16814,2021-04
1_36,2.64,1.0,c_3454,m,1969.0,2022-11-06 13:01:25.973571,s_293549,2022-11
1_36,2.64,1.0,c_3454,m,1969.0,2022-03-06 13:01:25.973571,s_175189,2022-03
0_2142,2.65,0.0,c_1609,m,1980.0,2022-03-07 17:46:14.561634,s_175802,2022-03
0_2142,2.65,0.0,c_1609,m,1980.0,2022-11-07 17:46:14.561634,s_294162,2022-11
0_2142,2.65,0.0,c_1609,m,1980.0,2022-02-07 17:46:14.561634,s_161502,2022-02
0_298,2.74,0.0,c_1609,m,1980.0,2022-08-03 05:22:11.677796,s_247656,2022-08
0_298,2.74,0.0,c_1609,m,1980.0,2021-03-03 05:22:11.677796,s_1055,2021-03
0_534,2.84,0.0,c_1609,m,1980.0,2021-11-12 00:39:28.643290,s_118270,2021-11
1_58,2.95,1.0,c_3454,m,1969.0,2021-12-26 02:51:35.147348,s_140109,2021-12
0_380,2.98,0.0,c_1609,m,1980.0,2022-01-08 12:21:16.022282,s_146819,2022-01
0_380,2.98,0.0,c_1609,m,1980.0,2022-08-08 12:21:16.022282,s_250250,2022-08
0_1327,2.99,0.0,c_1609,m,1980.0,2021-04-02 17:07:31.848668,s_15034,2021-04
1_123,2.99,1.0,c_6714,f,1968.0,2021-08-16 18:36:01.535046,s_76639,2021-08
1_123,2.99,1.0,c_6714,f,1968.0,2022-09-16 18:36:01.535046,s_269059,2022-09
1_123,2.99,1.0,c_1609,m,1980.0,2021-03-14 13:28:14.394112,s_6234,2021-03
1_123,2.99,1.0,c_1609,m,1980.0,2022-05-14 13:28:14.394112,s_208384,2022-05
0_1107,2.99,0.0,c_1609,m,1980.0,2022-08-27 02:54:08.623374,s_259048,2022-08
0_1107,2.99,0.0,c_1609,m,1980.0,2021-09-09 19:35:13.917829,s_87422,2021-09
0_1107,2.99,0.0,c_1609,m,1980.0,2022-10-27 02:54:08.623374,s_288551,2022-10
0_1107,2.99,0.0,c_1609,m,1980.0,2021-08-27 02:54:08.623374,s_81170,2021-08
0_1107,2.99,0.0,c_1609,m,1980.0,2023-01-27 02:54:08.623374,s_332956,2023-01
0_43,2.99,0.0,c_1609,m,1980.0,2021-07-24 16:58:56.872277,s_66625,2021-07
0_141,2.99,0.0,c_1609,m,1980.0,2021-09-10 16:06:41.290554,s_87846,2021-09
0_141,2.99,0.0,c_1609,m,1980.0,2022-07-10 16:06:41.290554,s_236450,2022-07
0_141,2.99,0.0,c_1609,m,1980.0,2022-06-10 16:06:41.290554,s_221712,2022-06
0_1695,2.99,0.0,c_1609,m,1980.0,2023-02-20 00:41:16.737809,s_344126,2023-02
0_1695,2.99,0.0,c_1609,m,1980.0,2021-03-20 00:41:16.737809,s_8741,2021-03
0_1695,2.99,0.0,c_1609,m,1980.0,2022-12-20 00:41:16.737809,s_314623,2022-12
0_1695,2.99,0.0,c_1609,m,1980.0,2022-03-20 00:41:16.737809,s_181596,2022-03
0_1211,2.99,0.0,c_1609,m,1980.0,2022-07-22 02:01:45.076826,s_241857,2022-07
0_1211,2.99,0.0,c_1609,m,1980.0,2021-04-22 02:01:45.076826,s_23926,2021-04
0_527,2.99,0.0,c_1609,m,1980.0,2021-08-03 23:09:30.748993,s_71040,2021-08
0_2091,2.99,0.0,c_1609,m,1980.0,2021-06-05 16:26:57.969383,s_44485,2021-06
0_2091,2.99,0.0,c_1609,m,1980.0,2022-05-05 16:26:57.969383,s_204097,2022-05
0_2091,2.99,0.0,c_1609,m,1980.0,2022-04-05 16:26:57.969383,s_189673,2022-04
0_2091,2.99,0.0,c_1609,m,1980.0,2022-12-05 16:26:57.969383,s_307524,2022-12
0_1365,2.99,0.0,c_1609,m,1980.0,2022-07-14 20:38:58.379842,s_238409,2022-07
0_1365,2.99,0.0,c_1609,m,1980.0,2023-02-14 20:38:58.379842,s_341654,2023-02
0_1365,2.99,0.0,c_1609,m,1980.0,2022-09-14 20:38:58.379842,s_268083,2022-09
0_1365,2.99,0.0,c_1609,m,1980.0,2021-06-14 20:38:58.379842,s_48716,2021-06
0_477,2.99,0.0,c_6714,f,1968.0,2021-04-19 04:20:41.870730,s_22601,2021-04
0_525,2.99,0.0,c_4958,m,1999.0,2021-09-29 03:52:32.731798,s_97203,2021-09
0_525,2.99,0.0,c_6714,f,1968.0,2022-06-01 12:08:49.215144,s_217228,2022-06
0_525,2.99,0.0,c_6714,f,1968.0,2021-03-03 08:50:15.922658,s_1106,2021-03
0_525,2.99,0.0,c_6714,f,1968.0,2023-01-31 18:42:23.344911,s_335076,2023-01
0_525,2.99,0.0,c_6714,f,1968.0,2021-06-08 14:59:49.751674,s_45838,2021-06
0_525,2.99,0.0,c_6714,f,1968.0,2022-04-12 06:47:02.040907,s_192824,2022-04
0_525,2.99,0.0,c_6714,f,1968.0,2022-11-11 13:01:20.688239,s_295954,2022-11
0_525,2.99,0.0,c_6714,f,1968.0,2021-06-17 02:00:46.520595,s_49681,2021-06
0_525,2.99,0.0,c_1609,m,1980.0,2022-01-27 08:36:09.853436,s_155886,2022-01
0_525,2.99,0.0,c_1609,m,1980.0,2021-06-27 15:20:24.895265,s_54595,2021-06
0_525,2.99,0.0,c_1609,m,1980.0,2021-09-07 10:47:30.767245,s_86295,2021-09
0_525,2.99,0.0,c_1609,m,1980.0,2023-02-15 04:25:10.347216,s_341805,2023-02
0_525,2.99,0.0,c_1609,m,1980.0,2022-09-23 03:54:27.897289,s_272192,2022-09
0_525,2.99,0.0,c_1609,m,1980.0,2022-12-08 19:54:31.659120,s_309100,2022-12
0_525,2.99,0.0,c_1609,m,1980.0,2021-11-26 22:17:47.483718,s_125553,2021-11
0_525,2.99,0.0,c_1609,m,1980.0,2021-06-08 11:12:34.178648,s_45772,2021-06
0_525,2.99,0.0,c_1609,m,1980.0,2021-08-08 06:12:50.411800,s_72877,2021-08
0_525,2.99,0.0,c_1609,m,1980.0,2023-02-08 14:30:50.156347,s_338704,2023-02
0_525,2.99,0.0,c_3454,m,1969.0,2021-11-05 11:02:50.684623,s_115076,2021-11
0_2287,2.99,0.0,c_1609,m,1980.0,2022-04-14 07:27:55.658195,s_193821,2022-04
0_2287,2.99,0.0,c_1609,m,1980.0,2021-11-14 07:27:55.658195,s_119413,2021-11
0_1423,2.99,0.0,c_1609,m,1980.0,2021-03-13 10:11:10.110707,s_5688,2021-03
0_1423,2.99,0.0,c_1609,m,1980.0,2022-05-13 10:11:10.110707,s_207829,2022-05
0_1423,2.99,0.0,c_1609,m,1980.0,2022-03-13 10:11:10.110707,s_178461,2022-03
0_1423,2.99,0.0,c_1609,m,1980.0,2022-03-02 22:55:19.039643,s_173434,2022-03
0_1423,2.99,0.0,c_1609,m,1980.0,2022-02-02 22:55:19.039643,s_159074,2022-02
0_1711,2.99,0.0,c_1609,m,1980.0,2021-05-18 13:05:49.294067,s_36178,2021-05
0_2189,2.99,0.0,c_1609,m,1980.0,2022-05-23 10:21:08.361789,s_212789,2022-05
0_2189,2.99,0.0,c_1609,m,1980.0,2022-02-23 10:21:08.361789,s_169583,2022-02
0_2247,2.99,0.0,c_1609,m,1980.0,2022-09-14 12:19:00.632291,s_267917,2022-09
0_2247,2.99,0.0,c_1609,m,1980.0,2021-06-14 12:19:00.632291,s_48550,2021-06
0_2247,2.99,0.0,c_1609,m,1980.0,2023-02-14 12:19:00.632291,s_341488,2023-02
0_2247,2.99,0.0,c_1609,m,1980.0,2022-07-14 12:19:00.632291,s_238243,2022-07
0_1136,3.02,0.0,c_6714,f,1968.0,2021-04-22 11:51:31.112444,s_24110,2021-04
0_1136,3.02,0.0,c_6714,f,1968.0,2022-05-09 03:31:11.483784,s_205766,2022-05
0_1136,3.02,0.0,c_6714,f,1968.0,2021-09-23 21:08:56.927568,s_94428,2021-09
0_1136,3.02,0.0,c_6714,f,1968.0,2021-05-09 03:31:11.483784,s_31940,2021-05
0_1136,3.02,0.0,c_6714,f,1968.0,2022-07-09 03:31:11.483784,s_235701,2022-07
0_1136,3.02,0.0,c_6714,f,1968.0,2022-03-23 21:08:56.927568,s_183480,2022-03
0_1136,3.02,0.0,c_6714,f,1968.0,2022-04-29 01:04:51.585975,s_200849,2022-04
0_1136,3.02,0.0,c_6714,f,1968.0,2022-07-22 11:51:31.112444,s_242041,2022-07
0_1136,3.02,0.0,c_6714,f,1968.0,2021-04-28 02:34:21.675411,s_26776,2021-04
0_1136,3.02,0.0,c_6714,f,1968.0,2023-02-09 03:31:11.483784,s_338940,2023-02
0_1136,3.02,0.0,c_6714,f,1968.0,2021-12-03 18:09:00.397677,s_128894,2021-12
0_1136,3.02,0.0,c_6714,f,1968.0,2023-01-09 01:36:16.754966,s_324131,2023-01
0_1136,3.02,0.0,c_6714,f,1968.0,2022-09-23 21:08:56.927568,s_272555,2022-09
0_1136,3.02,0.0,c_6714,f,1968.0,2021-09-04 10:25:26.634509,s_84910,2021-09
0_1136,3.02,0.0,c_6714,f,1968.0,2022-01-29 01:04:51.585975,s_156685,2022-01
0_1136,3.02,0.0,c_6714,f,1968.0,2022-02-09 01:36:16.754966,s_162205,2022-02
0_1136,3.02,0.0,c_6714,f,1968.0,2022-11-03 18:09:00.397677,s_292204,2022-11
0_1136,3.02,0.0,c_6714,f,1968.0,2022-04-04 10:25:26.634509,s_189094,2022-04
0_1136,3.02,0.0,c_1609,m,1980.0,2021-11-06 13:47:25.777413,s_115591,2021-11
0_1136,3.02,0.0,c_1609,m,1980.0,2022-08-30 04:24:43.702677,s_260588,2022-08
0_1136,3.02,0.0,c_1609,m,1980.0,2023-01-27 08:18:57.345805,s_333064,2023-01
0_1136,3.02,0.0,c_1609,m,1980.0,2021-12-30 04:24:43.702677,s_142179,2021-12
0_1136,3.02,0.0,c_1609,m,1980.0,2021-11-12 08:35:17.535197,s_118429,2021-11
0_1136,3.02,0.0,c_1609,m,1980.0,2021-06-14 14:33:33.837172,s_48601,2021-06
0_1136,3.02,0.0,c_1609,m,1980.0,2021-05-04 18:35:05.247664,s_29890,2021-05
0_1136,3.02,0.0,c_1609,m,1980.0,2023-01-06 13:47:25.777413,s_322865,2023-01
0_1136,3.02,0.0,c_1609,m,1980.0,2021-12-06 06:02:00.700284,s_130142,2021-12
0_1136,3.02,0.0,c_1609,m,1980.0,2023-01-04 18:35:05.247664,s_321981,2023-01
0_1136,3.02,0.0,c_1609,m,1980.0,2021-08-27 08:18:57.345805,s_81278,2021-08
0_1136,3.02,0.0,c_1609,m,1980.0,2022-12-04 18:35:05.247664,s_307078,2022-12
0_1136,3.02,0.0,c_1609,m,1980.0,2022-09-30 04:24:43.702677,s_275542,2022-09
0_1136,3.02,0.0,c_1609,m,1980.0,2021-12-31 08:48:59.702120,s_142775,2021-12
0_1136,3.02,0.0,c_1609,m,1980.0,2022-05-18 08:01:24.833416,s_210354,2022-05
0_1136,3.02,0.0,c_1609,m,1980.0,2022-11-27 15:20:21.895265,s_303609,2022-11
0_1136,3.02,0.0,c_1609,m,1980.0,2022-08-22 19:33:16.576280,s_256998,2022-08
0_1136,3.02,0.0,c_1609,m,1980.0,2021-07-22 19:33:16.576280,s_65786,2021-07
0_1136,3.02,0.0,c_1609,m,1980.0,2021-09-27 17:51:41.332999,s_96448,2021-09
0_1136,3.02,0.0,c_1609,m,1980.0,2021-06-30 05:29:11.389520,s_55822,2021-06
0_1136,3.02,0.0,c_1609,m,1980.0,2022-12-18 08:01:24.833416,s_313838,2022-12
0_1136,3.02,0.0,c_1609,m,1980.0,2022-09-14 14:33:33.837172,s_267968,2022-09
0_1136,3.02,0.0,c_1609,m,1980.0,2022-07-14 14:33:33.837172,s_238294,2022-07
0_1136,3.02,0.0,c_1609,m,1980.0,2022-10-27 08:18:57.345805,s_288659,2022-10
0_1136,3.02,0.0,c_1609,m,1980.0,2022-08-27 08:18:57.345805,s_259156,2022-08
0_1136,3.02,0.0,c_1609,m,1980.0,2022-02-22 14:51:05.008584,s_169184,2022-02
0_1136,3.02,0.0,c_1609,m,1980.0,2021-06-27 15:20:21.895265,s_54595,2021-06
0_1136,3.02,0.0,c_1609,m,1980.0,2021-09-18 08:01:24.833416,s_91653,2021-09
0_1136,3.02,0.0,c_1609,m,1980.0,2023-02-14 14:33:33.837172,s_341539,2023-02
0_2162,3.03,0.0,c_1609,m,1980.0,2022-06-05 09:52:47.811225,s_219083,2022-06
0_2162,3.03,0.0,c_1609,m,1980.0,2022-02-05 09:52:47.811225,s_160283,2022-02
0_2162,3.03,0.0,c_1609,m,1980.0,2022-09-03 08:30:35.471914,s_262586,2022-09
0_2162,3.03,0.0,c_1609,m,1980.0,2021-06-03 08:30:35.471914,s_43421,2021-06
0_2162,3.03,0.0,c_1609,m,1980.0,2022-11-05 09:52:47.811225,s_292976,2022-11
0_2162,3.03,0.0,c_1609,m,1980.0,2023-01-07 03:27:19.206388,s_323179,2023-01
0_2162,3.03,0.0,c_1609,m,1980.0,2022-07-03 08:30:35.471914,s_232874,2022-07
0_2162,3.03,0.0,c_1609,m,1980.0,2021-08-07 03:27:19.206388,s_72399,2021-08
0_1100,3.03,0.0,c_6714,f,1968.0,2021-12-01 23:52:37.771998,s_128038,2021-12
0_1100,3.03,0.0,c_6714,f,1968.0,2021-11-04 17:27:18.516030,s_114735,2021-11
0_1100,3.03,0.0,c_6714,f,1968.0,2023-02-24 02:52:28.490870,s_346063,2023-02
0_1100,3.03,0.0,c_6714,f,1968.0,2021-05-24 02:52:28.490870,s_38682,2021-05
0_1100,3.03,0.0,c_1609,m,1980.0,2022-05-01 11:42:24.261633,s_202045,2022-05
0_1100,3.03,0.0,c_1609,m,1980.0,2021-11-15 05:46:53.877777,s_119866,2021-11
0_1100,3.03,0.0,c_1609,m,1980.0,2021-09-07 22:50:56.004766,s_86541,2021-09
0_1100,3.03,0.0,c_1609,m,1980.0,2022-02-20 00:10:49.398769,s_167827,2022-02
0_1100,3.03,0.0,c_1609,m,1980.0,2022-08-17 05:44:00.671704,s_254400,2022-08
0_1100,3.03,0.0,c_1609,m,1980.0,2023-01-23 17:36:12.143272,s_331226,2023-01
0_1100,3.03,0.0,c_1609,m,1980.0,2022-11-17 15:23:13.400243,s_298884,2022-11
0_1100,3.03,0.0,c_1609,m,1980.0,2021-08-05 17:20:56.868941,s_71770,2021-08
0_1100,3.03,0.0,c_1609,m,1980.0,2022-09-13 03:11:23.052023,s_267223,2022-09
0_1100,3.03,0.0,c_1609,m,1980.0,2022-06-13 03:11:23.052023,s_222950,2022-06
0_1100,3.03,0.0,c_1609,m,1980.0,2022-11-13 03:11:23.052023,s_296773,2022-11
0_1100,3.03,0.0,c_1609,m,1980.0,2021-08-17 15:23:13.400243,s_77017,2021-08
0_1100,3.03,0.0,c_1609,m,1980.0,2021-06-24 02:21:58.485246,s_52918,2021-06
0_1100,3.03,0.0,c_1609,m,1980.0,2021-11-08 07:50:39.723505,s_116497,2021-11
0_1100,3.03,0.0,c_1609,m,1980.0,2021-11-17 05:44:00.671704,s_120832,2021-11
0_1100,3.03,0.0,c_1609,m,1980.0,2022-10-05 17:20:56.868941,s_278188,2022-10
0_1100,3.03,0.0,c_1609,m,1980.0,2022-10-17 05:44:00.671704,s_283642,2022-10
0_1100,3.03,0.0,c_1609,m,1980.0,2021-05-01 11:42:24.261633,s_28387,2021-05
0_1100,3.03,0.0,c_1609,m,1980.0,2022-10-23 17:36:12.143272,s_286950,2022-10
0_1100,3.03,0.0,c_1609,m,1980.0,2021-12-27 19:26:48.352941,s_140959,2021-12
0_1100,3.03,0.0,c_1609,m,1980.0,2022-01-23 17:36:12.143272,s_154118,2022-01
0_1100,3.03,0.0,c_1609,m,1980.0,2022-12-09 04:13:47.798731,s_309290,2022-12
0_1100,3.03,0.0,c_1609,m,1980.0,2021-04-16 11:04:17.262770,s_21341,2021-04
0_1100,3.03,0.0,c_1609,m,1980.0,2021-05-18 15:30:30.144183,s_36226,2021-05
0_1100,3.03,0.0,c_1609,m,1980.0,2022-10-20 00:10:49.398769,s_285064,2022-10
0_1100,3.03,0.0,c_1609,m,1980.0,2023-01-15 05:46:53.877777,s_327118,2023-01
0_1100,3.03,0.0,c_1609,m,1980.0,2022-04-17 05:44:00.671704,s_195190,2022-04
0_1100,3.03,0.0,c_1609,m,1980.0,2022-02-13 03:11:23.052023,s_164300,2022-02
0_1100,3.03,0.0,c_1609,m,1980.0,2021-06-10 04:15:47.316215,s_46563,2021-06
0_1100,3.03,0.0,c_1609,m,1980.0,2022-12-16 11:04:17.262770,s_312871,2022-12
0_1100,3.03,0.0,c_1609,m,1980.0,2021-09-09 21:27:49.803071,s_87467,2021-09
0_1100,3.03,0.0,c_1609,m,1980.0,2023-01-16 11:04:17.262770,s_327707,2023-01
0_1100,3.03,0.0,c_1609,m,1980.0,2022-07-27 19:26:48.352941,s_244620,2022-07
0_1100,3.03,0.0,c_1609,m,1980.0,2021-12-09 04:13:47.798731,s_131605,2021-12
0_1100,3.03,0.0,c_3454,m,1969.0,2022-05-14 08:24:34.905536,s_208279,2022-05
0_1100,3.03,0.0,c_3454,m,1969.0,2021-03-14 08:24:34.905536,s_6129,2021-03
